  0.1713568      4.8202769E-06  2.1672726E-08           1
  0.1756049      3.3269396E-06  1.7804204E-08           1
  0.1798529      2.1832136E-06  1.4273373E-08           1
  0.1841010      1.3645290E-06  1.1183503E-08           1
  0.1883490      7.4512735E-07  8.2242435E-09           1
  0.1925970      3.7078567E-07  5.8245448E-09           1
  0.1968449      1.4564482E-07  3.7643306E-09           1
  0.2010928      4.1972644E-08  2.2716748E-09           1
  0.2053407      2.3292412E-08  1.8538950E-09           1
  0.2095885      7.1042045E-08  2.6769957E-09           1
  0.2138363      1.6077163E-07  3.7369139E-09           1
  0.2180840      2.6804602E-07  4.6707571E-09           1
  0.2223317      3.8998601E-07  5.5214016E-09           1
  0.2265794      5.1524665E-07  6.2499739E-09           1
  0.2308271      6.3069740E-07  6.8252550E-09           1
  0.2350747      7.1649868E-07  7.1925563E-09           1
  0.2393222      7.8332886E-07  7.4509678E-09           1
  0.2435697      8.5832767E-07  7.7259434E-09           1
  0.2478172      9.0166907E-07  7.8461184E-09           1
  0.2520646      9.2718420E-07  7.8854514E-09           1
  0.2563120      9.1707926E-07  7.7781577E-09           1
  0.2605594      9.1059059E-07  7.6825666E-09           1
  0.2648066      8.7617894E-07  7.4685094E-09           1
  0.2690539      8.2341091E-07  7.1839952E-09           1
  0.2733011      7.7171723E-07  6.9033130E-09           1
  0.2775482      6.9420452E-07  6.5021788E-09           1
  0.2817953      6.3977058E-07  6.1986527E-09           1
  0.2860424      5.9409342E-07  5.9322329E-09           1
  0.2902894      5.2281069E-07  5.5307905E-09           1
  0.2945364      4.6553581E-07  5.1875424E-09           1
  0.2987832      4.0328351E-07  4.8020068E-09           1
  0.3030301      3.4080449E-07  4.3935926E-09           1
  0.3072769      2.8950950E-07  4.0319326E-09           1
  0.3115236      2.4457029E-07  3.6920724E-09           1
  0.3157703      2.0262783E-07  3.3518246E-09           1
  0.3186014      1.5810886E-07  1.5461971E-09           1
  0.3263868      1.0797714E-07  1.2855280E-09           1
  0.3341720      6.8025123E-08  1.0395192E-09           1
  0.3419569      3.9962920E-08  8.2939478E-10           1
  0.3497417      2.2619256E-08  6.6913936E-10           1
  0.3575263      1.4594768E-08  5.7848210E-10           1
  0.3653107      1.1304216E-08  5.3429378E-10           1
  0.3730948      1.2147191E-08  5.3588606E-10           1
  0.3808787      1.5946474E-08  5.6836152E-10           1
  0.3886625      1.9441604E-08  5.9584299E-10           1
  0.3964460      2.3518009E-08  6.2665273E-10           1
  0.4042292      2.7296004E-08  6.5243189E-10           1
  0.4120122      3.0119999E-08  6.6874284E-10           1
  0.4197950      3.0679359E-08  6.6407363E-10           1
  0.4275775      3.0524593E-08  6.5371586E-10           1
  0.4353597      2.8698389E-08  6.3041433E-10           1
  0.4431418      2.6691147E-08  6.0579286E-10           1
  0.4509235      2.3826100E-08  5.7484606E-10           1
  0.4587050      2.0530926E-08  5.3953736E-10           1
  0.4664862      1.7279698E-08  5.0353682E-10           1
  0.4742671      1.3470064E-08  4.6097032E-10           1
  0.4820478      1.1030535E-08  4.3146059E-10           1
  0.4898281      9.0186933E-09  4.0560644E-10           1
  0.4976082      6.7780976E-09  3.7622555E-10           1
  0.5053880      5.8111826E-09  3.6118886E-10           1
  0.5131675      4.6215454E-09  3.4661188E-10           1
  0.5209467      3.0468272E-09  3.2754788E-10           1
  0.5287256      3.2752623E-09  3.3175654E-10           1
  0.5365041      3.0714509E-09  3.2899186E-10           1
  0.5442824      2.0759598E-09  3.1500105E-10           1
  0.5520603      1.5399245E-09  3.0691644E-10           1
  0.5598379      1.4720137E-09  3.0533087E-10           1
  0.5676152      1.3067929E-09  3.0278943E-10           1
  0.5753922      1.3310038E-09  3.0297856E-10           1
  0.5831687      1.1818343E-09  3.0067840E-10           1
  0.5909450      1.2132382E-09  3.0100633E-10           1
  0.5987209      8.8974023E-10  2.9637562E-10           1
  0.6064965      7.3962231E-10  2.9423666E-10           1
